,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
13670,41,blue-collar,single,primary,no,74,no,no,,9,jul,193,4,-1,0,,no
14487,33,admin.,married,secondary,no,1114,yes,no,cellular,14,jul,250,3,-1,0,,no
42375,53,technician,married,secondary,no,1982,yes,yes,cellular,27,nov,160,1,-1,0,,yes
28806,28,entrepreneur,single,tertiary,no,341,no,no,cellular,30,jan,241,1,-1,0,,no
43608,48,management,married,tertiary,no,0,yes,no,cellular,4,may,85,1,61,5,failure,no
15757,45,blue-collar,single,primary,no,695,yes,no,cellular,21,jul,167,1,-1,0,,no
31645,35,technician,married,secondary,no,0,yes,no,cellular,6,apr,139,1,-1,0,,no
3566,55,admin.,married,secondary,no,1102,yes,no,,15,may,126,2,-1,0,,no
9419,36,unemployed,married,secondary,no,1453,no,no,,6,jun,386,1,-1,0,,no
27204,35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,nov,112,2,-1,0,,no
6003,31,services,single,secondary,no,0,yes,no,,26,may,223,2,-1,0,,no
18155,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,,no
40572,32,management,single,tertiary,no,1017,no,no,cellular,15,jul,166,7,163,1,failure,no
13193,49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,,no
5733,40,management,married,tertiary,no,655,yes,no,,26,may,227,1,-1,0,,no
28402,47,blue-collar,married,primary,no,475,yes,yes,cellular,29,jan,99,2,251,7,other,no
54,24,technician,single,secondary,no,-103,yes,yes,,5,may,145,1,-1,0,,no
21699,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,,no
7368,35,admin.,divorced,secondary,no,45,yes,no,,29,may,167,1,-1,0,,no
22115,50,management,divorced,tertiary,no,83,yes,no,cellular,21,aug,40,2,-1,0,,no
561,36,admin.,divorced,secondary,no,131,yes,no,,6,may,153,1,-1,0,,no
31469,33,admin.,single,secondary,no,285,yes,no,cellular,1,apr,427,1,329,1,other,no
38414,31,blue-collar,single,secondary,no,210,yes,yes,cellular,15,may,166,1,-1,0,,no
39041,28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,1,-1,0,,no
6817,31,blue-collar,divorced,primary,no,158,yes,no,,28,may,157,1,-1,0,,no
44696,61,admin.,divorced,secondary,no,4519,no,no,cellular,6,sep,145,1,391,11,other,no
24814,48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,,no
15442,30,management,married,tertiary,no,1195,no,no,cellular,18,jul,146,2,-1,0,,no
16526,39,admin.,divorced,tertiary,no,1087,no,yes,cellular,23,jul,85,2,-1,0,,no
38980,27,technician,married,tertiary,no,8,yes,yes,cellular,18,may,398,1,370,2,failure,no
30864,31,services,married,secondary,no,655,no,yes,cellular,9,feb,190,6,-1,0,,no
42201,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
19416,46,technician,divorced,secondary,no,225,no,no,cellular,6,aug,530,5,-1,0,,no
9535,58,housemaid,married,primary,no,935,yes,no,,6,jun,272,2,-1,0,,no
16015,37,services,married,secondary,no,0,yes,no,cellular,22,jul,272,1,-1,0,,no
6706,29,management,married,tertiary,no,4050,yes,no,,28,may,166,1,-1,0,,no
16035,49,blue-collar,married,primary,no,247,no,yes,cellular,22,jul,283,1,-1,0,,no
41540,23,student,single,primary,no,1235,no,no,cellular,11,sep,122,2,91,3,failure,no
44115,32,technician,single,,no,491,no,no,cellular,9,jul,474,7,-1,0,,yes
33251,34,management,single,,no,355,yes,no,cellular,20,apr,51,3,-1,0,,no
35345,34,technician,divorced,secondary,no,558,yes,no,cellular,7,may,130,2,167,5,failure,no
20806,39,management,married,tertiary,no,-974,no,yes,cellular,13,aug,130,4,-1,0,,no
18310,35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,,yes
42100,29,technician,single,secondary,no,3851,no,no,cellular,2,nov,59,2,-1,0,,no
3181,46,services,married,secondary,no,74,yes,no,,15,may,101,4,-1,0,,no
26638,35,technician,married,secondary,no,410,yes,no,cellular,20,nov,67,2,-1,0,,no
21392,52,blue-collar,married,primary,no,4660,no,no,cellular,18,aug,82,3,-1,0,,no
4870,34,services,married,secondary,no,1270,yes,no,,21,may,494,3,-1,0,,no
16512,53,services,married,primary,no,8918,yes,no,telephone,23,jul,173,2,-1,0,,no
39582,34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
26550,32,blue-collar,married,primary,no,726,yes,no,cellular,20,nov,188,2,-1,0,,no
38882,37,admin.,divorced,,no,471,yes,no,cellular,18,may,200,1,-1,0,,no
9644,49,management,single,tertiary,no,1,yes,no,,6,jun,59,3,-1,0,,no
40832,55,technician,single,secondary,no,1199,no,yes,telephone,11,aug,91,1,99,10,failure,no
20583,38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,,yes
20365,34,management,married,tertiary,no,519,no,no,cellular,11,aug,57,3,-1,0,,no
31069,90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,,yes
7343,60,technician,divorced,tertiary,no,1900,yes,no,,29,may,77,3,-1,0,,no
35460,45,blue-collar,married,primary,no,956,yes,no,cellular,7,may,643,1,-1,0,,no
20542,31,management,single,tertiary,no,86,no,no,cellular,12,aug,150,4,-1,0,,no
13640,58,unemployed,married,primary,no,3884,no,no,,9,jul,399,8,-1,0,,no
22049,31,technician,single,secondary,no,36,no,no,cellular,20,aug,99,3,-1,0,,no
25808,42,technician,married,secondary,no,300,yes,no,cellular,19,nov,76,1,-1,0,,no
30371,49,blue-collar,married,primary,no,217,yes,no,cellular,5,feb,537,2,196,4,other,no
5452,28,blue-collar,single,secondary,no,369,yes,no,,23,may,411,3,-1,0,,no
13761,38,blue-collar,married,secondary,no,137,no,no,cellular,10,jul,624,1,-1,0,,no
23957,45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,,no
10960,41,blue-collar,married,primary,no,402,no,no,,17,jun,114,17,-1,0,,no
3074,44,management,married,tertiary,no,1945,no,no,,14,may,191,1,-1,0,,no
45184,63,retired,married,secondary,no,1495,no,no,cellular,16,nov,138,1,22,5,success,no
40542,60,admin.,married,secondary,no,1541,no,no,cellular,8,jul,90,3,-1,0,,no
12349,35,management,married,tertiary,no,24,yes,no,,26,jun,243,2,-1,0,,no
28505,43,management,divorced,tertiary,no,3578,no,no,cellular,29,jan,376,2,-1,0,,no
1997,34,admin.,divorced,primary,no,9569,yes,no,,9,may,43,2,-1,0,,no
38349,31,admin.,single,secondary,no,1340,no,no,cellular,15,may,185,1,-1,0,,no
19855,55,management,married,tertiary,no,6880,no,no,cellular,8,aug,353,2,-1,0,,no
863,40,management,single,tertiary,no,1265,yes,no,,7,may,97,1,-1,0,,no
41879,26,technician,single,secondary,no,334,no,no,cellular,19,oct,217,1,-1,0,,no
35406,55,blue-collar,married,primary,no,728,yes,no,cellular,7,may,247,1,-1,0,,no
27292,30,services,single,secondary,no,677,yes,no,cellular,21,nov,108,1,-1,0,,no
35210,40,services,divorced,primary,no,4,yes,no,cellular,7,may,171,2,-1,0,,no
36082,32,technician,single,tertiary,no,1094,yes,no,cellular,11,may,207,7,-1,0,,no
11369,59,blue-collar,married,primary,no,4143,no,no,,19,jun,122,1,-1,0,,no
6107,43,services,married,secondary,no,0,yes,no,,27,may,129,1,-1,0,,no
20060,48,blue-collar,married,primary,no,104,no,no,cellular,8,aug,103,4,-1,0,,no
24213,55,management,married,tertiary,no,1402,yes,no,cellular,17,nov,66,1,-1,0,,no
5967,44,admin.,married,secondary,no,0,no,no,,26,may,85,3,-1,0,,no
34108,30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,2,-1,0,,yes
34267,36,management,single,tertiary,no,1876,no,no,cellular,4,may,150,1,-1,0,,no
44927,21,student,single,secondary,no,57,no,no,,4,oct,9,1,-1,0,,no
7549,44,unemployed,divorced,primary,no,757,no,no,,30,may,498,4,-1,0,,no
522,52,admin.,married,secondary,no,484,yes,no,,6,may,128,1,-1,0,,no
45196,25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,,yes
40612,67,management,married,,no,65,no,no,cellular,4,aug,320,1,-1,0,,no
29453,34,admin.,married,secondary,no,-142,yes,no,cellular,3,feb,107,3,-1,0,,no
25843,50,admin.,divorced,primary,no,8583,yes,no,cellular,19,nov,59,1,-1,0,,no
29557,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
4394,32,services,single,secondary,no,228,yes,no,,20,may,257,1,-1,0,,no
26568,51,technician,married,secondary,no,-153,no,no,cellular,20,nov,72,2,92,4,failure,no
10082,50,management,married,tertiary,no,0,no,no,,11,jun,916,1,-1,0,,no
15002,37,services,single,secondary,no,43,yes,no,cellular,17,jul,36,2,-1,0,,no
25317,32,admin.,single,secondary,no,6188,yes,yes,cellular,18,nov,147,1,-1,0,,no
23145,32,management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,,no
11323,46,blue-collar,married,primary,no,1823,no,no,,18,jun,135,3,-1,0,,no
5598,35,management,divorced,tertiary,no,178,yes,no,,23,may,703,2,-1,0,,no
11418,54,services,married,secondary,no,0,no,no,,19,jun,220,1,-1,0,,no
8848,30,management,single,tertiary,no,635,yes,no,,4,jun,29,2,-1,0,,no
8914,26,technician,single,tertiary,no,1118,yes,no,,4,jun,209,2,-1,0,,no
20898,33,technician,married,secondary,no,3,no,no,cellular,13,aug,212,3,-1,0,,no
37974,27,housemaid,married,primary,no,275,yes,no,cellular,14,may,196,2,-1,0,,no
5998,49,technician,married,secondary,no,-215,yes,no,,26,may,155,2,-1,0,,no
14684,39,management,divorced,tertiary,no,5009,yes,no,cellular,15,jul,1083,2,-1,0,,no
6967,38,technician,married,tertiary,no,-1350,yes,yes,,28,may,96,4,-1,0,,no
34758,36,services,married,secondary,no,0,yes,no,cellular,6,may,215,3,280,3,failure,no
24679,54,technician,married,,no,1162,no,no,telephone,17,nov,37,2,-1,0,,no
24279,50,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,nov,344,1,-1,0,,no
4047,36,management,married,secondary,no,122,yes,no,,19,may,39,7,-1,0,,no
20735,51,admin.,married,secondary,no,79,no,no,cellular,13,aug,89,2,-1,0,,no
33795,28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,4,-1,0,,yes
2763,27,blue-collar,single,secondary,no,14,no,no,,14,may,72,2,-1,0,,no
571,56,blue-collar,married,secondary,no,1602,yes,no,,6,may,427,1,-1,0,,no
14269,55,technician,divorced,secondary,no,225,no,yes,cellular,14,jul,116,2,-1,0,,no
20785,40,technician,married,secondary,no,372,yes,no,cellular,13,aug,100,2,-1,0,,no
23068,35,management,married,tertiary,no,841,no,no,cellular,26,aug,301,6,-1,0,,no
38331,31,blue-collar,married,primary,no,-365,yes,no,cellular,15,may,36,1,-1,0,,no
21424,43,technician,single,tertiary,no,140,no,no,cellular,18,aug,192,7,-1,0,,no
10689,40,services,married,,no,4075,yes,no,,16,jun,162,3,-1,0,,no
28152,36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,391,1,241,1,failure,no
32975,39,services,married,secondary,no,247,yes,no,cellular,17,apr,244,2,-1,0,,no
8351,36,management,single,tertiary,no,3139,no,no,,3,jun,182,5,-1,0,,no
36248,34,admin.,single,secondary,no,0,yes,no,cellular,11,may,66,1,301,3,failure,no
24846,47,management,divorced,secondary,no,0,yes,no,cellular,18,nov,75,2,-1,0,,no
31969,31,management,married,tertiary,no,357,yes,no,cellular,13,apr,201,2,228,5,failure,no
38739,32,management,married,tertiary,no,91,no,no,cellular,18,may,126,2,356,2,failure,no
31240,62,management,married,secondary,no,4562,yes,no,cellular,3,mar,168,1,-1,0,,yes
42592,29,services,single,secondary,no,814,no,no,,6,jan,54,1,-1,0,,no
25231,33,student,single,tertiary,no,4,yes,no,cellular,18,nov,203,2,-1,0,,no
13735,39,services,single,primary,no,4453,yes,no,cellular,10,jul,156,1,-1,0,,no
24571,49,admin.,married,secondary,no,0,yes,no,cellular,17,nov,201,1,-1,0,,no
25880,58,management,divorced,,no,3498,no,no,cellular,19,nov,175,1,-1,0,,no
2463,51,services,married,,no,193,yes,no,,13,may,202,3,-1,0,,no
17401,31,services,single,secondary,no,456,yes,no,cellular,28,jul,322,11,-1,0,,no
9097,59,housemaid,married,primary,no,495,no,no,,5,jun,150,2,-1,0,,no
28406,28,technician,single,tertiary,no,959,yes,no,cellular,29,jan,330,2,-1,0,,no
23642,54,management,married,tertiary,no,1258,no,no,cellular,28,aug,153,14,-1,0,,no
44818,37,admin.,married,secondary,no,529,yes,no,cellular,16,sep,234,1,149,2,other,no
12387,28,services,married,secondary,no,4,yes,no,,27,jun,133,5,-1,0,,no
844,37,services,single,secondary,no,-196,yes,no,,7,may,207,1,-1,0,,no
15031,35,admin.,married,secondary,no,0,no,no,cellular,17,jul,80,5,-1,0,,no
33659,33,technician,married,secondary,no,6947,yes,no,cellular,20,apr,250,2,-1,0,,no
33551,29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,no
12509,35,retired,single,secondary,no,527,no,yes,,2,jul,348,3,-1,0,,no
10448,50,technician,married,secondary,no,1765,yes,no,,12,jun,247,2,-1,0,,no
28884,27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,,no
13070,34,self-employed,married,tertiary,no,191,no,no,cellular,8,jul,59,1,-1,0,,no
26449,32,blue-collar,married,secondary,no,305,yes,no,cellular,20,nov,73,1,-1,0,,no
36648,37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
6538,33,admin.,married,secondary,no,-297,yes,no,,27,may,398,3,-1,0,,no
28063,47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,no
20349,47,services,married,secondary,no,24,no,no,cellular,11,aug,271,3,-1,0,,no
11409,42,blue-collar,married,primary,no,692,no,yes,,19,jun,207,1,-1,0,,no
26391,34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,,no
32570,31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
31375,28,student,single,secondary,no,5916,no,no,cellular,20,mar,93,5,-1,0,,no
9987,56,management,divorced,tertiary,no,1016,yes,no,,9,jun,184,5,-1,0,,no
21372,32,technician,married,secondary,no,0,yes,no,cellular,18,aug,143,4,-1,0,,no
8795,25,management,single,tertiary,no,493,yes,no,,4,jun,301,1,-1,0,,no
12106,40,services,married,secondary,no,405,no,no,,20,jun,87,3,-1,0,,no
21526,57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,2,-1,0,,no
33166,30,unemployed,single,secondary,no,8304,no,no,cellular,20,apr,245,1,-1,0,,no
736,40,blue-collar,married,primary,no,-7,yes,no,,6,may,410,2,-1,0,,no
43830,34,management,married,tertiary,no,813,yes,no,cellular,28,may,114,3,-1,0,,no
565,57,blue-collar,married,primary,no,5431,yes,yes,,6,may,383,1,-1,0,,no
26290,38,blue-collar,married,secondary,no,6994,yes,no,cellular,20,nov,150,2,-1,0,,no
2553,35,admin.,married,secondary,no,56,yes,no,,13,may,93,6,-1,0,,no
4799,33,services,married,secondary,no,57,yes,yes,,21,may,323,1,-1,0,,no
28985,55,management,divorced,tertiary,no,347,yes,no,cellular,2,feb,115,1,-1,0,,no
16029,45,admin.,married,secondary,no,0,no,no,cellular,22,jul,73,2,-1,0,,no
25745,41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,no
22412,32,technician,single,tertiary,no,388,yes,no,cellular,22,aug,119,2,-1,0,,no
44029,35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
15113,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,,no
29993,33,entrepreneur,single,tertiary,no,138,no,no,cellular,4,feb,141,2,-1,0,,no
1081,54,technician,single,secondary,no,99,yes,no,,7,may,283,3,-1,0,,no
16157,49,admin.,married,secondary,no,635,no,no,telephone,22,jul,400,8,-1,0,,no
20116,30,technician,married,secondary,no,274,yes,yes,cellular,11,aug,97,2,-1,0,,no
9608,47,management,divorced,tertiary,no,313,yes,no,,6,jun,114,7,-1,0,,no
15563,26,entrepreneur,married,,no,345,yes,yes,cellular,21,jul,149,4,-1,0,,no
25793,57,management,married,primary,no,0,no,no,cellular,19,nov,97,1,-1,0,,no
34974,28,admin.,single,secondary,no,177,yes,yes,cellular,6,may,150,1,-1,0,,no
3216,54,technician,married,tertiary,no,2883,yes,yes,,15,may,12,3,-1,0,,no
35635,56,blue-collar,married,secondary,no,1255,yes,no,telephone,8,may,145,1,-1,0,,no
44122,29,student,married,,no,2229,no,no,,9,jul,25,1,252,1,other,no
33113,29,blue-collar,married,secondary,no,1238,yes,no,cellular,20,apr,478,1,341,1,failure,no
14231,29,services,married,secondary,no,10,yes,no,cellular,14,jul,246,2,-1,0,,no
24676,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
18859,48,admin.,married,secondary,no,2262,no,no,cellular,4,aug,70,1,-1,0,,no
18142,57,services,divorced,secondary,no,4664,no,no,cellular,30,jul,103,1,-1,0,,no
37279,35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,,no
16394,57,entrepreneur,married,tertiary,no,234,no,no,cellular,23,jul,169,2,-1,0,,no
15364,44,management,married,secondary,no,3286,yes,no,cellular,18,jul,569,1,-1,0,,no
20405,50,technician,divorced,secondary,no,3656,no,no,cellular,12,aug,509,2,-1,0,,no
17510,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,,no
27124,31,management,single,tertiary,no,796,no,yes,cellular,21,nov,150,1,-1,0,,no
5682,36,technician,married,secondary,no,-8,yes,no,,26,may,180,2,-1,0,,no
42520,29,services,married,secondary,no,399,no,no,cellular,18,dec,454,6,199,1,failure,no
25244,59,management,married,tertiary,no,3969,no,no,cellular,18,nov,464,3,-1,0,,no
27324,30,self-employed,married,secondary,no,581,yes,no,cellular,21,nov,197,3,-1,0,,no
13773,59,management,married,secondary,no,32,no,no,telephone,10,jul,121,1,-1,0,,no
30045,28,blue-collar,single,secondary,no,121,no,no,cellular,4,feb,542,2,-1,0,,no
21951,32,management,married,tertiary,no,1014,no,no,cellular,20,aug,194,6,-1,0,,no
36294,41,housemaid,married,secondary,no,81,yes,no,cellular,11,may,193,1,-1,0,,no
1112,30,services,divorced,secondary,no,98,yes,no,,7,may,155,1,-1,0,,no
23098,39,technician,single,secondary,no,3867,no,no,cellular,26,aug,257,12,-1,0,,no
21104,36,technician,single,secondary,no,318,no,no,cellular,14,aug,924,4,-1,0,,no
15926,32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,-1,0,,no
3909,44,self-employed,married,secondary,no,1310,yes,no,,16,may,290,1,-1,0,,no
10232,54,retired,married,secondary,no,3671,no,no,,11,jun,67,3,-1,0,,no
14705,50,admin.,married,secondary,no,219,yes,no,cellular,15,jul,419,7,-1,0,,no
8507,31,admin.,single,secondary,no,2104,yes,no,,3,jun,455,1,-1,0,,no
15800,43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,,no
1909,44,admin.,married,secondary,no,469,yes,no,,9,may,88,4,-1,0,,no
20893,30,management,divorced,tertiary,no,46,no,no,cellular,13,aug,382,3,-1,0,,no
19062,58,,married,,no,1547,no,no,telephone,5,aug,1186,4,-1,0,,yes
4063,54,services,married,secondary,no,2431,yes,no,,19,may,221,4,-1,0,,no
16185,42,blue-collar,married,secondary,no,41,yes,no,cellular,22,jul,188,3,-1,0,,no
16458,41,admin.,divorced,secondary,no,0,no,yes,cellular,23,jul,400,2,-1,0,,no
41726,68,retired,married,primary,no,2398,no,no,cellular,8,oct,352,1,-1,0,,no
43833,33,management,married,tertiary,no,1388,yes,no,cellular,31,may,158,1,202,3,failure,no
34457,29,housemaid,single,secondary,no,4537,yes,no,telephone,5,may,29,1,-1,0,,no
10969,36,services,single,secondary,no,99,no,no,,17,jun,256,9,-1,0,,no
38020,43,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,106,2,-1,0,,no
4435,29,technician,married,tertiary,no,43,yes,no,,20,may,68,2,-1,0,,no
9680,53,retired,married,primary,no,17,no,yes,,6,jun,104,2,-1,0,,no
12681,35,admin.,divorced,secondary,no,534,no,no,cellular,7,jul,148,3,-1,0,,no
27188,35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,,no
37937,47,admin.,married,secondary,no,1863,yes,yes,cellular,14,may,151,4,-1,0,,no
35349,42,blue-collar,married,secondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
933,39,blue-collar,married,secondary,yes,-345,yes,no,,7,may,69,1,-1,0,,no
23026,36,management,married,tertiary,no,1313,no,no,cellular,26,aug,80,6,-1,0,,no
26519,33,admin.,married,secondary,no,2711,no,no,cellular,20,nov,184,1,104,1,failure,no
5588,37,blue-collar,married,primary,no,5,yes,no,,23,may,266,2,-1,0,,no
32670,28,technician,married,secondary,no,675,yes,no,cellular,17,apr,499,2,-1,0,,no
4890,33,technician,single,secondary,no,2660,yes,no,,21,may,121,1,-1,0,,no
119,57,technician,married,primary,no,0,no,no,,5,may,98,1,-1,0,,no
4992,32,management,married,secondary,no,6217,yes,yes,,21,may,486,2,-1,0,,no
40351,23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,,no
27567,46,management,married,secondary,no,149,no,no,cellular,21,nov,1222,2,-1,0,,yes
45176,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,,yes
39771,46,management,divorced,tertiary,no,4629,no,no,cellular,1,jun,67,1,41,1,failure,no
32875,35,services,married,secondary,no,586,yes,yes,cellular,17,apr,96,2,344,2,failure,no
6727,30,services,married,primary,no,-286,yes,no,,28,may,202,1,-1,0,,no
28659,28,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,177,3,192,3,other,no
27264,34,management,married,tertiary,no,7384,no,no,cellular,21,nov,69,2,-1,0,,no
37497,44,admin.,divorced,tertiary,no,994,yes,no,cellular,13,may,420,3,-1,0,,no
