age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
30,housemaid,single,secondary,no,49,yes,no,,13,may,267,2,-1,0,,no
41,blue-collar,married,secondary,no,306,yes,no,telephone,11,may,86,1,369,2,failure,no
58,retired,married,primary,no,590,yes,no,,30,may,114,2,-1,0,,no
34,self-employed,married,tertiary,no,191,no,no,cellular,8,jul,59,1,-1,0,,no
32,management,married,tertiary,no,2431,no,no,cellular,28,aug,19,19,-1,0,,no
57,management,married,tertiary,no,1172,no,no,,18,jun,26,1,-1,0,,no
32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,no
34,unemployed,married,tertiary,no,822,no,no,,1,aug,11,1,-1,0,,no
48,blue-collar,married,secondary,no,2054,yes,no,cellular,6,aug,127,2,-1,0,,no
56,management,married,secondary,no,208,no,yes,telephone,31,jul,84,6,-1,0,,no
54,blue-collar,married,,no,6251,yes,no,,29,may,421,3,-1,0,,no
35,blue-collar,divorced,primary,no,1792,yes,no,cellular,31,jul,630,6,-1,0,,yes
48,technician,married,secondary,no,7020,no,no,cellular,6,aug,80,2,-1,0,,no
29,student,married,,no,2229,no,no,,9,jul,25,1,252,1,other,no
35,admin.,married,primary,no,1994,no,no,cellular,9,jul,64,1,-1,0,,no
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,no
37,services,married,secondary,no,20,yes,no,telephone,14,may,151,5,-1,0,,no
32,technician,single,secondary,no,90,no,no,cellular,22,aug,278,2,-1,0,,no
35,management,married,tertiary,no,867,yes,no,,2,jun,230,3,-1,0,,yes
40,admin.,married,tertiary,no,1108,no,no,cellular,26,jan,228,1,92,5,failure,no
56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,492,1,-1,0,,yes
29,student,single,tertiary,no,246,no,no,cellular,3,feb,269,1,-1,0,,no
26,student,single,tertiary,no,251,yes,no,cellular,18,may,12,5,-1,0,,no
48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,5,-1,0,,yes
52,admin.,single,,no,872,yes,no,telephone,18,may,82,6,335,1,other,no
29,management,single,tertiary,no,2907,yes,no,cellular,26,may,150,1,-1,0,,no
54,blue-collar,married,primary,no,95,no,no,cellular,25,jul,302,1,-1,0,,no
35,technician,single,secondary,no,-54,yes,no,,30,may,70,2,-1,0,,no
36,blue-collar,married,secondary,no,462,no,no,cellular,31,jul,474,2,-1,0,,no
40,services,married,primary,no,352,yes,no,cellular,10,jul,258,1,-1,0,,no
23,blue-collar,single,secondary,no,9,yes,no,,21,may,544,1,-1,0,,no
31,management,married,secondary,no,-453,yes,yes,cellular,17,jul,157,1,-1,0,,no
32,technician,single,secondary,no,145,no,no,cellular,6,aug,135,2,-1,0,,no
57,blue-collar,married,,no,3585,no,no,telephone,14,nov,172,1,-1,0,,yes
31,services,married,secondary,no,0,no,yes,,9,may,81,6,-1,0,,no
34,management,single,tertiary,no,0,no,no,cellular,5,feb,71,1,-1,0,,no
42,blue-collar,married,secondary,no,41,yes,no,cellular,22,jul,188,3,-1,0,,no
50,management,divorced,tertiary,no,83,yes,no,cellular,21,aug,40,2,-1,0,,no
44,management,married,secondary,no,488,no,yes,cellular,30,jul,292,11,-1,0,,no
37,admin.,single,secondary,no,1066,yes,no,,28,may,83,4,-1,0,,no
43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,,no
38,technician,married,secondary,no,61,yes,no,,28,may,97,1,-1,0,,no
29,technician,single,,no,0,no,yes,cellular,22,jul,338,6,-1,0,,no
39,technician,single,secondary,no,681,yes,no,,5,jun,170,1,-1,0,,no
53,blue-collar,divorced,secondary,no,517,yes,no,,18,jun,188,2,-1,0,,no
48,technician,married,secondary,no,256,yes,no,,29,may,150,4,-1,0,,no
33,services,single,secondary,no,200,yes,no,cellular,17,nov,252,1,-1,0,,no
47,management,married,tertiary,no,0,no,yes,cellular,21,aug,374,1,-1,0,,yes
32,services,married,secondary,no,204,yes,yes,,20,may,307,3,-1,0,,no
36,technician,divorced,tertiary,no,466,no,no,cellular,28,aug,171,1,-1,0,,no
24,technician,single,secondary,no,2019,yes,no,,4,jun,1045,1,-1,0,,no
31,technician,married,secondary,no,-556,yes,no,cellular,7,aug,115,2,-1,0,,no
29,admin.,single,tertiary,no,200,yes,no,cellular,11,may,195,1,357,1,other,no
67,retired,married,primary,no,2301,no,no,cellular,16,apr,124,1,-1,0,,no
34,management,married,secondary,no,56,yes,no,cellular,20,nov,311,3,183,1,failure,no
44,admin.,married,secondary,no,497,yes,no,cellular,3,feb,321,3,270,2,other,no
28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
36,blue-collar,married,primary,no,994,yes,no,cellular,14,may,154,2,356,8,success,no
35,technician,married,secondary,no,1368,no,no,cellular,13,aug,159,2,78,3,success,no
30,management,single,tertiary,no,1041,no,no,cellular,5,aug,68,1,-1,0,,no
50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,366,1,other,no
47,admin.,married,secondary,no,26,no,yes,cellular,18,jul,71,3,-1,0,,no
32,technician,single,secondary,no,3586,no,no,cellular,18,aug,71,3,-1,0,,no
26,blue-collar,single,primary,yes,344,no,yes,cellular,29,jul,62,4,-1,0,,no
27,blue-collar,single,secondary,no,4,yes,no,cellular,7,may,153,2,-1,0,,no
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,,no
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,-1,0,,yes
76,retired,married,primary,no,163,no,no,telephone,13,oct,120,1,-1,0,,no
27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,no
37,,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,,yes
26,entrepreneur,married,,no,345,yes,yes,cellular,21,jul,149,4,-1,0,,no
40,blue-collar,married,secondary,no,4259,no,no,,12,jun,454,4,-1,0,,no
31,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,2,-1,0,,yes
55,management,single,secondary,no,1507,yes,no,cellular,30,jul,114,3,-1,0,,no
26,management,single,tertiary,no,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
31,blue-collar,single,primary,no,2369,yes,yes,cellular,20,nov,470,2,-1,0,,no
38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,failure,no
32,services,married,secondary,no,241,yes,no,,26,may,266,1,-1,0,,no
47,blue-collar,married,secondary,no,5041,no,no,cellular,20,nov,184,1,-1,0,,no
47,self-employed,married,tertiary,no,751,no,no,cellular,24,jul,408,14,-1,0,,no
41,blue-collar,single,secondary,no,1621,yes,no,,28,may,119,1,-1,0,,no
35,management,married,tertiary,no,440,yes,no,,20,may,110,1,-1,0,,no
34,blue-collar,married,secondary,no,305,yes,no,,16,may,1245,25,-1,0,,no
33,entrepreneur,divorced,tertiary,no,188,yes,no,,7,may,118,3,-1,0,,no
44,unemployed,married,secondary,no,0,yes,no,cellular,17,nov,58,1,195,2,failure,no
42,blue-collar,divorced,secondary,no,47,yes,yes,,8,may,141,1,-1,0,,no
47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,nov,662,2,-1,0,,no
58,blue-collar,married,secondary,no,381,no,no,cellular,11,nov,79,4,-1,0,,no
35,management,married,tertiary,no,260,no,no,cellular,7,aug,358,2,-1,0,,no
35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,may,171,1,175,6,failure,no
25,student,single,tertiary,no,538,yes,no,cellular,20,apr,226,1,-1,0,,no
56,management,divorced,tertiary,no,1016,yes,no,,9,jun,184,5,-1,0,,no
28,blue-collar,single,secondary,no,121,no,no,cellular,4,feb,542,2,-1,0,,no
30,blue-collar,married,secondary,no,1780,yes,no,,28,may,116,12,-1,0,,no
41,management,single,tertiary,no,1113,yes,yes,,9,jun,388,12,-1,0,,no
24,technician,single,secondary,no,-232,yes,no,cellular,18,may,108,1,-1,0,,no
64,retired,married,secondary,no,1176,no,no,cellular,3,feb,104,1,-1,0,,no
44,management,married,tertiary,yes,0,yes,no,cellular,21,nov,123,2,-1,0,,no
33,services,married,secondary,no,-333,yes,no,cellular,30,jul,329,5,-1,0,,no
51,entrepreneur,married,primary,no,4711,no,no,,19,jun,253,1,-1,0,,no
38,management,single,tertiary,no,427,yes,no,cellular,18,nov,253,1,182,1,failure,no
45,management,married,secondary,no,0,yes,yes,cellular,28,jan,625,1,-1,0,,no
55,blue-collar,single,secondary,no,197,no,no,cellular,30,jul,95,6,-1,0,,no
47,services,single,secondary,no,917,no,no,cellular,29,jul,293,2,-1,0,,no
32,technician,single,secondary,no,-420,no,no,cellular,22,aug,586,2,-1,0,,no
39,services,divorced,secondary,no,0,yes,no,cellular,13,apr,1006,2,-1,0,,yes
55,blue-collar,married,secondary,no,383,no,no,,5,may,287,1,-1,0,,no
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,,yes
26,self-employed,single,tertiary,no,1078,no,no,cellular,30,apr,99,2,-1,0,,no
37,technician,married,secondary,no,54,yes,yes,cellular,22,jul,106,2,-1,0,,no
38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893,7,-1,0,,yes
44,technician,married,secondary,no,1210,no,no,,5,jun,690,2,-1,0,,no
50,admin.,married,secondary,no,326,yes,no,cellular,11,may,124,1,369,2,failure,no
32,technician,single,tertiary,no,1094,yes,no,cellular,11,may,207,7,-1,0,,no
44,management,single,tertiary,no,3,yes,no,cellular,6,may,147,1,-1,0,,no
45,self-employed,married,tertiary,no,240,no,no,cellular,28,aug,163,4,-1,0,,no
34,technician,single,secondary,no,1477,yes,no,cellular,20,apr,233,3,-1,0,,no
33,services,married,secondary,no,57,yes,yes,,21,may,323,1,-1,0,,no
46,admin.,married,secondary,no,186,yes,no,cellular,11,may,643,2,-1,0,,no
37,management,married,tertiary,no,1689,yes,no,,29,may,645,2,-1,0,,no
35,management,divorced,tertiary,no,859,yes,yes,cellular,19,nov,1554,1,-1,0,,yes
44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163,1,-1,0,,no
52,management,married,tertiary,no,4358,no,no,telephone,31,jul,30,7,-1,0,,no
32,blue-collar,divorced,primary,no,-156,yes,no,cellular,24,jul,129,2,-1,0,,no
33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,,no
31,management,single,tertiary,no,0,no,no,cellular,21,aug,218,2,-1,0,,no
55,blue-collar,married,primary,no,842,no,no,telephone,31,jul,144,2,-1,0,,no
40,blue-collar,married,secondary,no,992,yes,yes,cellular,14,jul,297,3,-1,0,,no
32,services,married,secondary,no,605,yes,no,cellular,30,jan,164,1,-1,0,,no
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,yes
36,technician,married,tertiary,no,62,no,no,cellular,21,nov,50,2,121,2,failure,no
40,management,married,tertiary,no,429,yes,no,cellular,6,may,222,2,363,4,failure,no
34,blue-collar,married,secondary,no,332,no,no,cellular,14,may,134,2,-1,0,,no
49,,married,secondary,no,4846,no,no,,20,jun,638,9,-1,0,,no
37,services,married,secondary,no,358,yes,no,,6,may,390,3,-1,0,,no
49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,,no
31,services,single,secondary,no,629,yes,no,,21,may,369,2,-1,0,,no
50,management,married,tertiary,no,2629,yes,no,telephone,15,jul,59,4,-1,0,,no
32,management,single,tertiary,no,1017,no,no,cellular,15,jul,166,7,163,1,failure,no
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259,2,-1,0,,no
33,technician,divorced,secondary,no,464,no,no,cellular,4,feb,207,4,-1,0,,no
26,technician,married,secondary,no,523,no,no,cellular,29,jan,216,1,-1,0,,no
45,admin.,married,,no,2033,no,no,cellular,30,nov,123,1,186,4,failure,no
36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,,yes
81,management,married,tertiary,no,0,no,no,cellular,7,jul,170,1,-1,0,,no
40,blue-collar,married,primary,yes,-23,no,yes,cellular,7,jul,756,3,-1,0,,no
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,1,92,3,success,yes
35,management,married,tertiary,no,1473,yes,yes,cellular,16,apr,176,3,-1,0,,no
42,admin.,single,secondary,no,277,yes,no,,14,may,121,1,-1,0,,no
34,management,single,tertiary,no,0,yes,no,,21,may,759,1,-1,0,,no
29,technician,married,tertiary,no,-722,no,yes,,27,jun,121,4,-1,0,,no
64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
38,management,married,tertiary,no,0,no,no,cellular,28,aug,77,18,-1,0,,no
32,admin.,single,secondary,no,6188,yes,yes,cellular,18,nov,147,1,-1,0,,no
43,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,106,2,-1,0,,no
52,blue-collar,married,secondary,no,167,no,no,,16,jun,163,1,-1,0,,no
40,admin.,married,secondary,no,2199,no,no,,6,jun,38,3,-1,0,,no
32,management,single,tertiary,no,1271,yes,no,,20,may,51,1,-1,0,,no
34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,,no
48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,,no
30,entrepreneur,married,tertiary,no,366,no,no,cellular,13,aug,75,6,-1,0,,no
77,management,married,tertiary,no,5619,no,no,cellular,25,mar,189,1,-1,0,,no
30,entrepreneur,single,tertiary,no,676,no,yes,cellular,22,jul,214,1,-1,0,,no
57,self-employed,married,tertiary,yes,-3313,yes,yes,,9,may,153,1,-1,0,,no
54,management,married,tertiary,no,1090,no,no,cellular,21,aug,160,7,-1,0,,no
79,retired,married,primary,no,1058,no,no,telephone,17,may,564,5,-1,0,,no
51,retired,single,tertiary,no,730,yes,no,,18,nov,287,2,-1,0,,no
46,blue-collar,married,primary,no,537,no,no,,26,may,222,5,-1,0,,no
39,management,married,tertiary,no,-974,no,yes,cellular,13,aug,130,4,-1,0,,no
48,technician,married,,no,67,yes,no,,14,may,328,4,-1,0,,no
34,technician,divorced,secondary,no,7,yes,yes,cellular,21,nov,94,2,199,1,failure,no
59,housemaid,married,primary,no,495,no,no,,5,jun,150,2,-1,0,,no
48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,,no
57,services,married,secondary,no,204,no,no,telephone,24,jul,70,3,-1,0,,no
49,technician,married,secondary,no,1982,yes,yes,cellular,22,aug,73,15,-1,0,,no
56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,,yes
27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure,no
36,technician,married,tertiary,no,606,yes,no,,4,jun,159,1,-1,0,,no
57,technician,married,,no,2610,no,no,telephone,3,feb,258,2,-1,0,,no
52,blue-collar,married,secondary,no,223,no,no,cellular,20,aug,81,4,-1,0,,no
35,blue-collar,married,primary,no,378,yes,no,,16,may,427,3,-1,0,,no
37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,,yes
46,management,married,tertiary,no,0,yes,no,cellular,17,dec,155,1,199,2,failure,no
41,technician,single,secondary,no,297,no,yes,cellular,12,aug,140,2,-1,0,,no
55,blue-collar,married,secondary,no,1328,yes,no,,15,may,100,1,-1,0,,no
51,admin.,married,secondary,no,907,yes,no,telephone,21,jul,722,3,-1,0,,no
30,management,single,tertiary,no,92,no,yes,cellular,29,jul,110,5,-1,0,,no
38,management,married,tertiary,no,1276,no,no,cellular,17,may,272,2,182,3,success,yes
42,services,divorced,,no,-291,yes,no,cellular,14,jul,129,2,-1,0,,no
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes
32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,,no
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,,yes
52,technician,divorced,primary,no,1500,no,no,,15,may,148,3,-1,0,,no
56,admin.,married,secondary,no,1671,no,no,cellular,28,may,158,2,-1,0,,no
25,self-employed,single,,no,1179,no,no,cellular,24,may,131,2,95,5,failure,no
40,management,single,tertiary,no,-318,yes,yes,cellular,9,apr,133,1,-1,0,,no
29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,,no
56,retired,married,tertiary,no,3616,no,yes,cellular,12,aug,63,2,-1,0,,no
39,management,married,tertiary,no,225,yes,no,cellular,20,nov,554,2,-1,0,,no
49,blue-collar,married,secondary,no,0,yes,no,,29,may,67,2,-1,0,,no
28,student,single,secondary,no,5916,no,no,cellular,20,mar,93,5,-1,0,,no
37,admin.,married,primary,no,3913,yes,no,,9,jun,76,2,-1,0,,no
58,management,married,secondary,no,111,no,no,telephone,22,jun,39,1,90,2,failure,no
51,management,divorced,secondary,no,3348,yes,no,,29,may,122,2,-1,0,,no
26,student,single,tertiary,no,37,yes,no,,8,may,108,1,-1,0,,no
39,services,single,secondary,no,1281,yes,yes,cellular,29,jan,177,1,-1,0,,no
33,management,married,tertiary,no,5878,no,no,cellular,23,oct,438,1,430,2,failure,yes
31,admin.,single,secondary,no,5248,no,yes,cellular,23,jul,368,1,-1,0,,no
32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,,no
50,admin.,married,secondary,no,4855,no,no,cellular,5,aug,720,2,-1,0,,yes
34,technician,single,tertiary,no,2257,yes,no,,9,may,62,1,-1,0,,no
44,technician,married,secondary,no,196,no,no,cellular,22,jul,367,1,-1,0,,no
37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,no
51,blue-collar,married,,no,37,yes,no,,7,may,256,6,-1,0,,no
32,blue-collar,married,secondary,no,316,yes,no,cellular,9,feb,14,4,-1,0,,no
36,entrepreneur,married,tertiary,no,9405,no,no,,18,jun,297,3,-1,0,,no
30,management,married,tertiary,no,1195,no,no,cellular,18,jul,146,2,-1,0,,no
41,management,married,tertiary,no,2781,yes,no,cellular,12,aug,95,2,-1,0,,no
41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure,yes
32,blue-collar,married,secondary,no,3166,yes,no,cellular,20,nov,418,3,-1,0,,no
60,retired,single,tertiary,no,7440,yes,no,,15,may,92,3,-1,0,,no
59,management,married,tertiary,no,0,no,no,cellular,17,nov,90,2,110,2,failure,no
39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,,no
45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,1148,2,-1,0,,no
42,services,married,secondary,no,737,yes,no,,14,may,762,2,-1,0,,no
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,309,1,181,1,success,yes
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
37,services,married,secondary,no,52,yes,no,cellular,6,sep,908,1,185,9,success,yes
30,technician,single,secondary,no,167,no,no,,14,sep,9,1,-1,0,,no
44,management,married,tertiary,no,7177,no,no,,19,jun,89,2,-1,0,,no
49,blue-collar,married,primary,no,217,yes,no,cellular,5,feb,537,2,196,4,other,no
58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,-1,0,,yes
52,admin.,married,secondary,no,7742,no,no,cellular,11,aug,149,3,-1,0,,no
41,self-employed,married,tertiary,no,355,yes,no,cellular,11,may,573,1,28,4,other,no
71,retired,married,,no,362,no,no,telephone,12,feb,139,2,-1,0,,no
31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,,no
48,self-employed,married,secondary,no,4746,yes,no,,21,may,32,11,-1,0,,no
51,blue-collar,married,primary,no,48,no,yes,,17,jun,130,1,-1,0,,no
35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,21,nov,171,2,-1,0,,no
49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,,yes
45,blue-collar,divorced,primary,no,104,yes,no,,16,may,206,4,-1,0,,no
36,self-employed,married,tertiary,no,2012,no,no,cellular,10,feb,188,7,-1,0,,no
41,admin.,divorced,secondary,no,8,no,no,cellular,5,feb,92,1,-1,0,,no
31,technician,married,secondary,no,2363,yes,no,,13,may,247,1,-1,0,,no
32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,-1,0,,yes
30,management,single,tertiary,no,485,yes,no,cellular,21,nov,89,2,-1,0,,no
32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,,no
30,management,single,tertiary,no,1269,no,no,cellular,28,may,361,2,-1,0,,no
51,blue-collar,married,secondary,no,950,no,no,cellular,19,aug,377,2,-1,0,,no
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,,yes
58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,no
41,technician,single,secondary,no,143,no,no,cellular,20,aug,744,7,-1,0,,no
32,blue-collar,married,secondary,no,298,yes,no,,29,may,142,7,-1,0,,no
34,technician,single,secondary,no,268,yes,no,cellular,8,may,248,1,343,9,failure,no
40,blue-collar,divorced,secondary,no,0,yes,no,cellular,7,may,135,1,-1,0,,no
29,blue-collar,married,,no,356,yes,no,,4,jun,169,2,-1,0,,no
52,admin.,divorced,secondary,no,-402,yes,no,cellular,21,nov,151,1,-1,0,,no
45,blue-collar,married,secondary,no,2926,yes,yes,cellular,22,jul,477,2,-1,0,,no
32,unemployed,single,secondary,no,8304,no,no,cellular,2,aug,486,1,286,2,failure,no
50,blue-collar,married,primary,no,0,yes,no,cellular,23,jul,137,1,-1,0,,no
29,management,single,tertiary,no,1388,yes,no,cellular,15,may,157,3,-1,0,,no
30,technician,single,secondary,no,5,no,no,cellular,19,aug,120,6,-1,0,,no
26,admin.,single,secondary,no,141,yes,no,cellular,18,may,19,4,349,6,other,no
46,technician,married,secondary,no,0,no,no,cellular,28,aug,63,2,-1,0,,no
35,blue-collar,married,secondary,no,11,no,no,,3,jun,32,3,-1,0,,no
44,admin.,divorced,secondary,no,163,yes,no,cellular,14,jul,1669,2,-1,0,,yes
54,blue-collar,married,secondary,no,219,yes,no,,14,may,341,5,-1,0,,no
26,admin.,married,,no,4311,no,no,cellular,26,may,75,1,-1,0,,no
29,blue-collar,married,secondary,no,975,yes,no,,27,may,265,2,-1,0,,no
41,blue-collar,married,primary,no,258,yes,no,,7,may,252,1,-1,0,,no
