age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,target,pdays_contacted
42,blue-collar,married,secondary,no,41,yes,no,cellular,jul,188,3,0,0,never
50,management,divorced,tertiary,no,83,yes,no,cellular,aug,40,2,0,0,never
44,management,married,secondary,no,488,no,yes,cellular,jul,292,11,0,0,never
37,admin.,single,secondary,no,1066,yes,no,,may,83,4,0,0,never
43,admin.,single,secondary,no,35,no,no,telephone,nov,208,1,0,0,never
38,technician,married,secondary,no,61,yes,no,,may,97,1,0,0,never
29,technician,single,,no,0,no,yes,cellular,jul,338,6,0,0,never
39,technician,single,secondary,no,681,yes,no,,jun,170,1,0,0,never
53,blue-collar,divorced,secondary,no,517,yes,no,,jun,188,2,0,0,never
48,technician,married,secondary,no,256,yes,no,,may,150,4,0,0,never
33,services,single,secondary,no,200,yes,no,cellular,nov,252,1,0,0,never
47,management,married,tertiary,no,0,no,yes,cellular,aug,374,1,0,1,never
32,services,married,secondary,no,204,yes,yes,,may,307,3,0,0,never
36,technician,divorced,tertiary,no,466,no,no,cellular,aug,171,1,0,0,never
24,technician,single,secondary,no,2019,yes,no,,jun,1045,1,0,0,never
31,technician,married,secondary,no,-556,yes,no,cellular,aug,115,2,0,0,never
29,admin.,single,tertiary,no,200,yes,no,cellular,may,195,1,1,0,contacted
67,retired,married,primary,no,2301,no,no,cellular,apr,124,1,0,0,never
34,management,married,secondary,no,56,yes,no,cellular,nov,311,3,1,0,contacted
44,admin.,married,secondary,no,497,yes,no,cellular,feb,321,3,2,0,contacted
28,services,single,secondary,no,341,yes,no,cellular,may,437,3,3,1,contacted
36,blue-collar,married,primary,no,994,yes,no,cellular,may,154,2,8,0,contacted
35,technician,married,secondary,no,1368,no,no,cellular,aug,159,2,3,0,contacted
30,management,single,tertiary,no,1041,no,no,cellular,aug,68,1,0,0,never
50,blue-collar,married,primary,no,111,yes,no,telephone,may,8,6,1,0,contacted
47,admin.,married,secondary,no,26,no,yes,cellular,jul,71,3,0,0,never
32,technician,single,secondary,no,3586,no,no,cellular,aug,71,3,0,0,never
26,blue-collar,single,primary,yes,344,no,yes,cellular,jul,62,4,0,0,never
27,blue-collar,single,secondary,no,4,yes,no,cellular,may,153,2,0,0,never
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,nov,103,1,0,0,never
40,unemployed,single,tertiary,no,72,no,no,cellular,apr,463,1,0,1,never
76,retired,married,primary,no,163,no,no,telephone,oct,120,1,0,0,never
27,technician,single,secondary,no,126,yes,yes,cellular,feb,147,2,4,0,contacted
37,,single,tertiary,no,0,no,no,cellular,mar,426,1,0,1,never
26,entrepreneur,married,,no,345,yes,yes,cellular,jul,149,4,0,0,never
40,blue-collar,married,secondary,no,4259,no,no,,jun,454,4,0,0,never
31,management,married,tertiary,no,3160,yes,no,cellular,apr,688,2,0,1,never
55,management,single,secondary,no,1507,yes,no,cellular,jul,114,3,0,0,never
26,management,single,tertiary,no,222,no,no,cellular,apr,192,1,1,1,contacted
31,blue-collar,single,primary,no,2369,yes,yes,cellular,nov,470,2,0,0,never
38,admin.,single,secondary,no,569,yes,yes,cellular,feb,164,2,2,0,contacted
32,services,married,secondary,no,241,yes,no,,may,266,1,0,0,never
47,blue-collar,married,secondary,no,5041,no,no,cellular,nov,184,1,0,0,never
47,self-employed,married,tertiary,no,751,no,no,cellular,jul,408,14,0,0,never
41,blue-collar,single,secondary,no,1621,yes,no,,may,119,1,0,0,never
35,management,married,tertiary,no,440,yes,no,,may,110,1,0,0,never
34,blue-collar,married,secondary,no,305,yes,no,,may,1245,25,0,0,never
33,entrepreneur,divorced,tertiary,no,188,yes,no,,may,118,3,0,0,never
44,unemployed,married,secondary,no,0,yes,no,cellular,nov,58,1,2,0,contacted
42,blue-collar,divorced,secondary,no,47,yes,yes,,may,141,1,0,0,never
47,blue-collar,divorced,primary,no,551,yes,no,cellular,nov,662,2,0,0,never
58,blue-collar,married,secondary,no,381,no,no,cellular,nov,79,4,0,0,never
35,management,married,tertiary,no,260,no,no,cellular,aug,358,2,0,0,never
35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,may,171,1,6,0,contacted
25,student,single,tertiary,no,538,yes,no,cellular,apr,226,1,0,0,never
56,management,divorced,tertiary,no,1016,yes,no,,jun,184,5,0,0,never
28,blue-collar,single,secondary,no,121,no,no,cellular,feb,542,2,0,0,never
30,blue-collar,married,secondary,no,1780,yes,no,,may,116,12,0,0,never
41,management,single,tertiary,no,1113,yes,yes,,jun,388,12,0,0,never
24,technician,single,secondary,no,-232,yes,no,cellular,may,108,1,0,0,never
64,retired,married,secondary,no,1176,no,no,cellular,feb,104,1,0,0,never
44,management,married,tertiary,yes,0,yes,no,cellular,nov,123,2,0,0,never
33,services,married,secondary,no,-333,yes,no,cellular,jul,329,5,0,0,never
51,entrepreneur,married,primary,no,4711,no,no,,jun,253,1,0,0,never
38,management,single,tertiary,no,427,yes,no,cellular,nov,253,1,1,0,contacted
45,management,married,secondary,no,0,yes,yes,cellular,jan,625,1,0,0,never
55,blue-collar,single,secondary,no,197,no,no,cellular,jul,95,6,0,0,never
47,services,single,secondary,no,917,no,no,cellular,jul,293,2,0,0,never
32,technician,single,secondary,no,-420,no,no,cellular,aug,586,2,0,0,never
39,services,divorced,secondary,no,0,yes,no,cellular,apr,1006,2,0,1,never
55,blue-collar,married,secondary,no,383,no,no,,may,287,1,0,0,never
33,blue-collar,single,secondary,no,498,no,no,cellular,apr,301,1,0,1,never
26,self-employed,single,tertiary,no,1078,no,no,cellular,apr,99,2,0,0,never
37,technician,married,secondary,no,54,yes,yes,cellular,jul,106,2,0,0,never
38,admin.,married,secondary,no,1767,yes,no,cellular,nov,893,7,0,1,never
44,technician,married,secondary,no,1210,no,no,,jun,690,2,0,0,never
50,admin.,married,secondary,no,326,yes,no,cellular,may,124,1,2,0,contacted
32,technician,single,tertiary,no,1094,yes,no,cellular,may,207,7,0,0,never
44,management,single,tertiary,no,3,yes,no,cellular,may,147,1,0,0,never
45,self-employed,married,tertiary,no,240,no,no,cellular,aug,163,4,0,0,never
34,technician,single,secondary,no,1477,yes,no,cellular,apr,233,3,0,0,never
33,services,married,secondary,no,57,yes,yes,,may,323,1,0,0,never
46,admin.,married,secondary,no,186,yes,no,cellular,may,643,2,0,0,never
37,management,married,tertiary,no,1689,yes,no,,may,645,2,0,0,never
35,management,divorced,tertiary,no,859,yes,yes,cellular,nov,1554,1,0,1,never
44,technician,married,secondary,no,10888,yes,no,cellular,aug,163,1,0,0,never
52,management,married,tertiary,no,4358,no,no,telephone,jul,30,7,0,0,never
32,blue-collar,divorced,primary,no,-156,yes,no,cellular,jul,129,2,0,0,never
33,blue-collar,married,primary,no,50,yes,no,cellular,may,246,2,0,0,never
31,management,single,tertiary,no,0,no,no,cellular,aug,218,2,0,0,never
55,blue-collar,married,primary,no,842,no,no,telephone,jul,144,2,0,0,never
40,blue-collar,married,secondary,no,992,yes,yes,cellular,jul,297,3,0,0,never
32,services,married,secondary,no,605,yes,no,cellular,jan,164,1,0,0,never
53,retired,divorced,tertiary,no,-309,yes,no,cellular,aug,343,2,2,1,contacted
36,technician,married,tertiary,no,62,no,no,cellular,nov,50,2,2,0,contacted
40,management,married,tertiary,no,429,yes,no,cellular,may,222,2,4,0,contacted
34,blue-collar,married,secondary,no,332,no,no,cellular,may,134,2,0,0,never
49,,married,secondary,no,4846,no,no,,jun,638,9,0,0,never
37,services,married,secondary,no,358,yes,no,,may,390,3,0,0,never
49,admin.,married,secondary,no,2465,no,no,cellular,aug,157,3,0,0,never
31,services,single,secondary,no,629,yes,no,,may,369,2,0,0,never
50,management,married,tertiary,no,2629,yes,no,telephone,jul,59,4,0,0,never
32,management,single,tertiary,no,1017,no,no,cellular,jul,166,7,1,0,contacted
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,jul,259,2,0,0,never
33,technician,divorced,secondary,no,464,no,no,cellular,feb,207,4,0,0,never
26,technician,married,secondary,no,523,no,no,cellular,jan,216,1,0,0,never
45,admin.,married,,no,2033,no,no,cellular,nov,123,1,4,0,contacted
36,blue-collar,married,primary,no,378,yes,no,cellular,may,1240,1,0,1,never
81,management,married,tertiary,no,0,no,no,cellular,jul,170,1,0,0,never
40,blue-collar,married,primary,yes,-23,no,yes,cellular,jul,756,3,0,0,never
76,retired,married,primary,no,3324,no,no,cellular,nov,122,1,3,1,contacted
35,management,married,tertiary,no,1473,yes,yes,cellular,apr,176,3,0,0,never
42,admin.,single,secondary,no,277,yes,no,,may,121,1,0,0,never
34,management,single,tertiary,no,0,yes,no,,may,759,1,0,0,never
29,technician,married,tertiary,no,-722,no,yes,,jun,121,4,0,0,never
64,retired,married,secondary,no,4787,no,no,cellular,apr,392,1,1,1,contacted
38,management,married,tertiary,no,0,no,no,cellular,aug,77,18,0,0,never
32,admin.,single,secondary,no,6188,yes,yes,cellular,nov,147,1,0,0,never
43,blue-collar,married,primary,no,-418,yes,yes,cellular,may,106,2,0,0,never
52,blue-collar,married,secondary,no,167,no,no,,jun,163,1,0,0,never
40,admin.,married,secondary,no,2199,no,no,,jun,38,3,0,0,never
32,management,single,tertiary,no,1271,yes,no,,may,51,1,0,0,never
34,management,married,tertiary,no,4831,yes,no,cellular,feb,265,1,0,0,never
48,self-employed,married,tertiary,no,16,yes,yes,cellular,nov,214,1,0,0,never
30,entrepreneur,married,tertiary,no,366,no,no,cellular,aug,75,6,0,0,never
77,management,married,tertiary,no,5619,no,no,cellular,mar,189,1,0,0,never
30,entrepreneur,single,tertiary,no,676,no,yes,cellular,jul,214,1,0,0,never
57,self-employed,married,tertiary,yes,-3313,yes,yes,,may,153,1,0,0,never
54,management,married,tertiary,no,1090,no,no,cellular,aug,160,7,0,0,never
79,retired,married,primary,no,1058,no,no,telephone,may,564,5,0,0,never
51,retired,single,tertiary,no,730,yes,no,,nov,287,2,0,0,never
46,blue-collar,married,primary,no,537,no,no,,may,222,5,0,0,never
39,management,married,tertiary,no,-974,no,yes,cellular,aug,130,4,0,0,never
48,technician,married,,no,67,yes,no,,may,328,4,0,0,never
34,technician,divorced,secondary,no,7,yes,yes,cellular,nov,94,2,1,0,contacted
59,housemaid,married,primary,no,495,no,no,,jun,150,2,0,0,never
48,services,divorced,secondary,no,3186,no,yes,cellular,apr,104,1,0,0,never
57,services,married,secondary,no,204,no,no,telephone,jul,70,3,0,0,never
49,technician,married,secondary,no,1982,yes,yes,cellular,aug,73,15,0,0,never
56,retired,married,primary,no,9367,no,no,cellular,may,617,2,0,1,never
27,self-employed,married,secondary,yes,254,yes,yes,cellular,jan,194,1,1,0,contacted
36,technician,married,tertiary,no,606,yes,no,,jun,159,1,0,0,never
57,technician,married,,no,2610,no,no,telephone,feb,258,2,0,0,never
52,blue-collar,married,secondary,no,223,no,no,cellular,aug,81,4,0,0,never
35,blue-collar,married,primary,no,378,yes,no,,may,427,3,0,0,never
37,management,married,tertiary,no,4436,no,no,cellular,aug,846,5,0,1,never
46,management,married,tertiary,no,0,yes,no,cellular,dec,155,1,2,0,contacted
41,technician,single,secondary,no,297,no,yes,cellular,aug,140,2,0,0,never
55,blue-collar,married,secondary,no,1328,yes,no,,may,100,1,0,0,never
51,admin.,married,secondary,no,907,yes,no,telephone,jul,722,3,0,0,never
30,management,single,tertiary,no,92,no,yes,cellular,jul,110,5,0,0,never
38,management,married,tertiary,no,1276,no,no,cellular,may,272,2,3,1,contacted
42,services,divorced,,no,-291,yes,no,cellular,jul,129,2,0,0,never
28,self-employed,married,tertiary,no,0,yes,no,cellular,feb,546,3,4,1,contacted
32,blue-collar,married,primary,no,329,yes,no,cellular,feb,321,1,0,0,never
67,retired,married,tertiary,no,701,no,no,cellular,aug,254,2,0,1,never
52,technician,divorced,primary,no,1500,no,no,,may,148,3,0,0,never
56,admin.,married,secondary,no,1671,no,no,cellular,may,158,2,0,0,never
25,self-employed,single,,no,1179,no,no,cellular,may,131,2,5,0,contacted
40,management,single,tertiary,no,-318,yes,yes,cellular,apr,133,1,0,0,never
29,blue-collar,married,secondary,no,358,no,no,cellular,jul,88,5,0,0,never
56,retired,married,tertiary,no,3616,no,yes,cellular,aug,63,2,0,0,never
39,management,married,tertiary,no,225,yes,no,cellular,nov,554,2,0,0,never
49,blue-collar,married,secondary,no,0,yes,no,,may,67,2,0,0,never
28,student,single,secondary,no,5916,no,no,cellular,mar,93,5,0,0,never
37,admin.,married,primary,no,3913,yes,no,,jun,76,2,0,0,never
58,management,married,secondary,no,111,no,no,telephone,jun,39,1,2,0,contacted
51,management,divorced,secondary,no,3348,yes,no,,may,122,2,0,0,never
26,student,single,tertiary,no,37,yes,no,,may,108,1,0,0,never
39,services,single,secondary,no,1281,yes,yes,cellular,jan,177,1,0,0,never
33,management,married,tertiary,no,5878,no,no,cellular,oct,438,1,2,1,contacted
31,admin.,single,secondary,no,5248,no,yes,cellular,jul,368,1,0,0,never
32,services,single,secondary,no,-55,yes,no,cellular,apr,601,1,0,0,never
50,admin.,married,secondary,no,4855,no,no,cellular,aug,720,2,0,1,never
34,technician,single,tertiary,no,2257,yes,no,,may,62,1,0,0,never
44,technician,married,secondary,no,196,no,no,cellular,jul,367,1,0,0,never
37,technician,married,primary,no,1653,yes,yes,cellular,may,285,2,10,0,contacted
51,blue-collar,married,,no,37,yes,no,,may,256,6,0,0,never
32,blue-collar,married,secondary,no,316,yes,no,cellular,feb,14,4,0,0,never
36,entrepreneur,married,tertiary,no,9405,no,no,,jun,297,3,0,0,never
30,management,married,tertiary,no,1195,no,no,cellular,jul,146,2,0,0,never
41,management,married,tertiary,no,2781,yes,no,cellular,aug,95,2,0,0,never
41,admin.,married,tertiary,no,1536,no,no,cellular,aug,273,1,2,1,contacted
32,blue-collar,married,secondary,no,3166,yes,no,cellular,nov,418,3,0,0,never
60,retired,single,tertiary,no,7440,yes,no,,may,92,3,0,0,never
59,management,married,tertiary,no,0,no,no,cellular,nov,90,2,2,0,contacted
39,management,married,tertiary,no,0,yes,yes,cellular,jul,301,1,0,0,never
45,blue-collar,married,secondary,no,2071,no,yes,telephone,jul,1148,2,0,0,never
42,services,married,secondary,no,737,yes,no,,may,762,2,0,0,never
78,retired,divorced,secondary,no,3417,no,no,cellular,may,309,1,1,1,contacted
28,unemployed,single,primary,no,236,no,no,cellular,may,193,1,3,1,contacted
37,services,married,secondary,no,52,yes,no,cellular,sep,908,1,9,1,contacted
30,technician,single,secondary,no,167,no,no,,sep,9,1,0,0,never
44,management,married,tertiary,no,7177,no,no,,jun,89,2,0,0,never
49,blue-collar,married,primary,no,217,yes,no,cellular,feb,537,2,4,0,contacted
58,management,married,tertiary,no,3342,no,no,cellular,feb,344,5,0,1,never
52,admin.,married,secondary,no,7742,no,no,cellular,aug,149,3,0,0,never
41,self-employed,married,tertiary,no,355,yes,no,cellular,may,573,1,4,0,contacted
71,retired,married,,no,362,no,no,telephone,feb,139,2,0,0,never
31,self-employed,single,secondary,no,203,no,yes,cellular,nov,177,1,0,0,never
48,self-employed,married,secondary,no,4746,yes,no,,may,32,11,0,0,never
51,blue-collar,married,primary,no,48,no,yes,,jun,130,1,0,0,never
35,entrepreneur,married,tertiary,no,-31,yes,no,cellular,nov,171,2,0,0,never
49,management,married,secondary,no,249,no,no,telephone,nov,234,1,0,1,never
45,blue-collar,divorced,primary,no,104,yes,no,,may,206,4,0,0,never
36,self-employed,married,tertiary,no,2012,no,no,cellular,feb,188,7,0,0,never
41,admin.,divorced,secondary,no,8,no,no,cellular,feb,92,1,0,0,never
31,technician,married,secondary,no,2363,yes,no,,may,247,1,0,0,never
32,technician,single,tertiary,no,550,no,no,cellular,nov,337,1,0,1,never
30,management,single,tertiary,no,485,yes,no,cellular,nov,89,2,0,0,never
32,admin.,single,secondary,no,739,yes,no,cellular,nov,91,3,0,0,never
30,management,single,tertiary,no,1269,no,no,cellular,may,361,2,0,0,never
51,blue-collar,married,secondary,no,950,no,no,cellular,aug,377,2,0,0,never
54,technician,married,secondary,no,1938,no,yes,cellular,jul,551,3,0,1,never
58,retired,married,tertiary,no,5087,no,no,cellular,nov,63,2,1,0,contacted
41,technician,single,secondary,no,143,no,no,cellular,aug,744,7,0,0,never
32,blue-collar,married,secondary,no,298,yes,no,,may,142,7,0,0,never
34,technician,single,secondary,no,268,yes,no,cellular,may,248,1,9,0,contacted
40,blue-collar,divorced,secondary,no,0,yes,no,cellular,may,135,1,0,0,never
29,blue-collar,married,,no,356,yes,no,,jun,169,2,0,0,never
52,admin.,divorced,secondary,no,-402,yes,no,cellular,nov,151,1,0,0,never
45,blue-collar,married,secondary,no,2926,yes,yes,cellular,jul,477,2,0,0,never
32,unemployed,single,secondary,no,8304,no,no,cellular,aug,486,1,2,0,contacted
50,blue-collar,married,primary,no,0,yes,no,cellular,jul,137,1,0,0,never
29,management,single,tertiary,no,1388,yes,no,cellular,may,157,3,0,0,never
30,technician,single,secondary,no,5,no,no,cellular,aug,120,6,0,0,never
26,admin.,single,secondary,no,141,yes,no,cellular,may,19,4,6,0,contacted
46,technician,married,secondary,no,0,no,no,cellular,aug,63,2,0,0,never
35,blue-collar,married,secondary,no,11,no,no,,jun,32,3,0,0,never
44,admin.,divorced,secondary,no,163,yes,no,cellular,jul,1669,2,0,1,never
54,blue-collar,married,secondary,no,219,yes,no,,may,341,5,0,0,never
26,admin.,married,,no,4311,no,no,cellular,may,75,1,0,0,never
29,blue-collar,married,secondary,no,975,yes,no,,may,265,2,0,0,never
41,blue-collar,married,primary,no,258,yes,no,,may,252,1,0,0,never
33,technician,married,secondary,no,390,no,no,cellular,aug,460,2,0,0,never
31,admin.,single,secondary,no,2104,yes,no,,jun,455,1,0,0,never
47,management,divorced,tertiary,no,34,yes,no,,may,104,1,0,0,never
31,blue-collar,married,secondary,no,401,no,no,cellular,aug,96,3,0,0,never
34,technician,single,tertiary,no,612,no,no,cellular,aug,81,1,1,0,contacted
47,entrepreneur,married,,no,209,yes,no,,may,135,2,0,0,never
52,management,married,tertiary,no,72,no,no,cellular,feb,222,1,0,0,never
46,self-employed,married,primary,no,5442,yes,no,cellular,jul,115,4,0,0,never
43,management,married,tertiary,no,5670,yes,no,cellular,nov,43,4,2,0,contacted
49,admin.,married,secondary,no,1058,no,no,telephone,nov,291,3,0,0,never
32,services,single,secondary,no,0,no,yes,cellular,jul,333,2,0,0,never
59,blue-collar,married,secondary,no,16869,no,no,cellular,nov,107,1,0,0,never
37,blue-collar,married,secondary,no,790,no,no,,may,262,1,0,0,never
37,blue-collar,married,secondary,no,454,yes,no,,may,115,1,0,0,never
47,blue-collar,married,primary,no,-127,yes,no,,jun,170,3,0,0,never
31,management,single,secondary,no,202,yes,no,cellular,may,590,1,0,0,never
47,services,married,secondary,no,1111,no,no,,jun,415,4,0,0,never
52,blue-collar,married,,no,2171,yes,no,cellular,nov,567,2,0,0,never
37,services,divorced,secondary,no,532,yes,no,,jun,199,1,0,0,never
34,technician,married,tertiary,no,31,no,no,,feb,108,1,0,0,never
34,management,single,tertiary,no,4348,yes,no,cellular,aug,373,8,0,0,never
41,management,divorced,tertiary,no,1576,yes,no,,may,232,2,0,0,never
